short_opening_name,opening_name,winner,opening_eco,num_games,white_rating,black_rating,turns
Queen's Gambit Declined,Queen's Gambit Declined: Cambridge Springs Defense: Capablanca Variation,black,D52,1,2018,2063,56
Benoni Defense,Benoni Defense: Classical Variation |  New York Variation,black,A70,1,2067,2040,128
Queen's Gambit Declined,Queen's Gambit Declined: Harrwitz Attack,white,D37,1,1959,1953,43
Semi-Slav Defense,Semi-Slav Defense: Stoltz Variation |  Center Variation,black,D45,1,1782,2015,60
French Defense,French Defense: Horwitz Attack |  Papa-Ticulat Gambit,black,C00,1,2068,2100,116
King's Indian Defense,King's Indian Defense,draw,E61,1,2004,2068,22
King's Indian Defense,King's Indian Defense: Exchange Variation,black,E92,1,1937,2068,66
Sicilian Defense,Sicilian Defense: O'Kelly Variation |  Normal System,black,B28,1,1950,2027,49
Caro-Kann Defense,Caro-Kann Defense: Panov Attack #2,black,B13,3,1861,1809,61
Queen's Gambit Accepted,Queen's Gambit Accepted: Central Variation |  McDonnell Defense,black,D20,2,1294,1499,88
Indian Game,Indian Game: Anti-Gruenfeld |  Advance Variation,white,E60,2,1273,1230,67
Sicilian Defense,Sicilian Defense: Scheveningen Variation |  Delayed Keres Attack,white,B81,1,1855,1915,57
French Defense,French Defense: Tarrasch Variation |  Open System |  Suechting Line,draw,C07,1,1890,1734,34
King's Indian Defense,King's Indian Defense: Steiner Attack,white,E76,1,1810,1723,53
Benoni Defense,Benoni Defense: Benoni-Indian Defense |  Kingside Move Order,black,A43,1,2015,2043,64
Modern Defense,Modern Defense: Pseudo-Austrian Attack,white,B06,1,2031,2026,81
Benoni Defense,Benoni Defense: Classical Variation |  New York Variation,white,A70,2,1944,2066,55
Benoni Defense,Benoni Defense: Benoni-Indian Defense,black,A43,2,2031,2052,40
Queen's Gambit Declined,Queen's Gambit Declined: Tartakower Defense |  Makogonov Exchange Variation,black,D59,1,2131,2185,92
Italian Game,Italian Game: Evans Gambit |  Anderssen Defense,black,C52,1,1994,1919,96
Queen's Gambit Declined,Queen's Gambit Declined: 4.Bg5 Be7 |  5.e3 O-O,black,D53,1,1784,1926,90
Queen's Gambit Declined,Queen's Gambit Declined: Cambridge Springs Variation,white,D52,1,1856,2190,25
Italian Game,Italian Game: Scotch Gambit |  Walbrodt-Baird Gambit,white,C55,1,1955,1890,85
Queen's Gambit Declined,Queen's Gambit Declined: Neo-Orthodox Variation,black,D55,1,1902,1952,81
Bishop's Opening,Bishop's Opening: Lewis Gambit,white,C23,1,1929,2090,97
King's Indian Defense,King's Indian Defense: Fianchetto Variation |  Yugoslav System |  without Nc3,white,E64,1,2076,1922,67
Queen's Gambit Declined,Queen's Gambit Declined: Vienna Variation,draw,D30,1,2080,2032,71
King's Gambit,King's Gambit,draw,C30,1,1944,2090,138
Dutch Defense,Dutch Defense: Leningrad Variation |  Matulovic Variation,black,A89,1,1813,1796,86
Ruy Lopez,Ruy Lopez: Morphy Defense |  Breyer Defense |  Quiet Variation,draw,C94,1,1819,2071,156
Dutch Defense,Dutch Defense: Hopton Attack,black,A80,2,1967,1846,74
Caro-Kann Defense,Caro-Kann Defense: Modern Variation,black,B12,1,1823,1766,100
Alekhine Defense,Alekhine Defense: Four Pawns Attack |  Main Line,white,B03,1,1797,2024,63
Dutch Defense,Dutch Defense: Normal Variation,black,A84,5,1813,1789,59
English Opening,English Opening: Anglo-Indian Defense |  Old Indian Formation,white,A15,1,2454,1848,10
Nimzo-Indian Defense,Nimzo-Indian Defense: Three Knights Variation |  Duchamp Variation,white,E21,2,1947,2128,92
Center Game,Center Game: Hall Variation,white,C22,2,1574,1522,20
Sicilian Defense,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Main Line,black,B77,2,1728,1752,88
Caro-Kann Defense,Caro-Kann Defense: Advance Variation |  Bayonet Attack,white,B12,4,1650,1617,51
English Opening,English Opening: Anglo-Scandinavian Defense |  Malvinas Variation,white,A10,1,1597,1630,53
English Opening,English Opening: Symmetrical Variation |  Fianchetto Variation,white,A34,1,1608,1568,53
English Opening,English Opening: Anglo-Dutch Defense,draw,A10,1,1595,1517,111
Old Indian,Old Indian: Czech Variation,black,A53,1,1516,1586,50
Old Indian Defense,Old Indian Defense,black,A53,2,1530,1704,58
Queen's Gambit Declined,Queen's Gambit Declined: Exchange Variation,draw,D35,1,1519,1604,88
Dutch Defense,Dutch Defense: Rubinstein Variation,draw,A84,1,1480,1495,132
Queen's Gambit Accepted,Queen's Gambit Accepted: Schwartz Defense,black,D20,1,1393,1367,46
Ruy Lopez,Ruy Lopez: Closed Variations |  Morphy Attack,draw,C78,1,1499,1431,97
King's Pawn Game,King's Pawn Game: Nimzowitsch Defense,draw,B00,3,1778,1516,135
Slav Defense,Slav Defense: Schlechter Variation,white,D15,2,1510,1493,44
Pirc Defense,Pirc Defense: Byrne Variation,white,B07,2,1668,1671,125
Scotch Game,Scotch Game: Alekhine Gambit,white,C45,1,1658,1663,111
King's Indian Defense,King's Indian Defense: Saemisch Variation |  Closed Variation |  7...c6,white,E88,3,1850,1615,74
Caro-Kann Defense,Caro-Kann Defense: Accelerated Panov Attack |  Modern Variation,white,B10,2,2220,1691,30
Nimzowitsch Defense |  Declined Variation,Nimzowitsch Defense |  Declined Variation,draw,B00,2,1576,1439,74
Caro-Kann Defense,Caro-Kann Defense: Panov Attack |  Modern Defense,black,B13,3,1789,1955,55
French Defense,French Defense: Advance Variation |  Main Line,black,C02,2,1900,1942,86
Slav Defense,Slav Defense: Soultanbeieff Variation,white,D16,1,1671,1630,83
Sicilian Defense,Sicilian Defense: Franco-Sicilian Variation,black,B32,4,1460,1541,64
French Defense,French Defense: Tarrasch Variation |  Open System |  Euwe-Keres Line,white,C07,1,1695,1573,41
Italian Game,Italian Game: Giuoco Pianissimo |  Canal Variation,white,C50,4,1798,1640,72
Italian Game,Italian Game: Rosentreter Gambit,white,C50,1,1953,1617,75
Sicilian Defense,Sicilian Defense: Buecker Variation,black,B27,1,1554,1568,85
Sicilian Defense,Sicilian Defense: Nimzowitsch Variation |  Closed Variation,black,B29,1,1562,1484,38
Alekhine Defense,Alekhine Defense: Modern Variation |  Larsen-Haakert Variation,black,B04,1,1434,1586,46
Alekhine Defense,Alekhine Defense: Two Pawn Attack |  Lasker Variation,draw,B02,1,1500,1561,20
Italian Game,Italian Game: Giuoco Piano |  Bernstein Variation,black,C54,1,1640,1937,58
Italian Game,Italian Game: Giuoco Piano |  Bernstein Variation,white,C54,1,1640,1937,34
Italian Game,Italian Game: Classical Variation |  Greco Gambit |  Greco Variation,black,C54,1,1640,1937,50
Modern Defense,Modern Defense: Mongredien Defense #2,draw,B06,1,1686,1747,140
Semi-Slav Defense,Semi-Slav Defense: Marshall Gambit,black,D31,1,1931,2070,50
Budapest Defense,Budapest Defense: Rubinstein Variation,white,A52,1,1913,1878,81
Nimzo-Indian Defense,Nimzo-Indian Defense: Classical Variation |  Noa Variation,black,E34,3,1865,1862,69
Queen's Pawn Game,Queen's Pawn Game: Anglo-Slav Opening,black,A41,1,1914,1869,49
Alekhine Defense,Alekhine Defense: Maroczy Variation,draw,B02,1,1501,1271,125
Queen's Pawn Game,Queen's Pawn Game: Veresov Attack |  Boyce Defense,white,D01,1,1262,1281,25
Sicilian Defense,Sicilian Defense: Scheveningen Variation |  Classical Variation,black,B84,4,1697,1812,98
Sicilian Defense,Sicilian Defense: Najdorf Variation |  Opocensky Variation |  Traditional Line,white,B92,1,2011,2019,28
Sicilian Defense,Sicilian Defense: Classical Variation |  Anti-Sozin Variation,white,B57,1,1998,2047,49
Scandinavian Defense,Scandinavian Defense: Anderssen Counterattack |  Collijn Variation,white,B01,1,1997,2060,61
Sicilian Defense,Sicilian Defense: Kveinis Variation,black,B40,1,2023,2028,134
Bishop's Opening,Bishop's Opening: Boden-Kieseritzky Gambit,white,C27,1,1239,1358,75
Sicilian Defense,Sicilian Defense: Modern Variations,black,B56,1,1240,1228,18
Italian Game,Italian Game: Two Knights Defense |  Knight Attack,draw,C57,1,1252,1211,200
Sicilian Defense,Sicilian Defense: Open,draw,B33,1,1228,1227,135
King's Gambit,King's Gambit: Panteldakis Countergambit,white,C30,1,1764,1622,49
Ruy Lopez,Ruy Lopez: Berlin Defense |  Fishing Pole Variation,black,C65,1,1265,1625,16
Bishop's Opening,Bishop's Opening: Urusov Gambit |  Keidansky Gambit,white,C24,1,1365,1215,32
Italian Game,Italian Game: Evans Gambit |  Harding Variation,black,C51,1,1365,1881,40
Bishop's Opening,Bishop's Opening: Urusov Gambit,white,C24,1,1365,1856,22
Ruy Lopez,Ruy Lopez: Berlin Defense |  Hedgehog Variation,draw,C66,1,1737,1724,111
Scotch Game,Scotch Game: Blumenfeld Attack,white,C45,1,1590,1395,59
Italian Game,Italian Game: Hungarian Defense,draw,C50,1,1525,1593,25
Ruy Lopez,Ruy Lopez: Morphy Defense |  Neo-Arkhangelsk Variation,draw,C78,2,1836,1788,64
Ruy Lopez,Ruy Lopez: Morphy Defense |  Norwegian Variation |  Nightingale Gambit,white,C70,1,1886,1706,55
King's Gambit Declined |  Mafia Defense,King's Gambit Declined |  Mafia Defense,white,C30,1,1755,1903,47
Sicilian Defense,Sicilian Defense: Kan Variation |  Maroczy Bind |  Reti Variation,white,B41,1,1523,1668,43
Italian Game,Italian Game: Scotch Gambit |  Janowski Defense,white,C55,1,1770,1572,47
King's Gambit Accepted |  King's Knight Gambit,King's Gambit Accepted |  King's Knight Gambit,white,C37,2,1668,1398,27
Ruy Lopez,Ruy Lopez: Closed |  8.c3,white,C88,1,1662,1596,37
Italian Game,Italian Game: Two Knights Defense |  Ulvestad Variation,white,C57,1,1657,1613,18
King's Indian Defense,King's Indian Defense: 3.Nc3,black,E61,1,1659,1636,60
Sicilian Defense,Sicilian Defense: Closed,draw,B23,2,2283,2358,103
Vienna Game,Vienna Game: Mieses Variation,black,C26,2,1826,2262,76
Queen's Indian Defense,Queen's Indian Defense: Classical Variation |  Tiviakov Defense,black,E17,2,2007,2249,62
Nimzo-Indian Defense,Nimzo-Indian Defense: Classical Variation |  Berlin Variation,black,E38,3,1758,2039,69
Italian Game,Italian Game: Classical Variation |  Greco Gambit,black,C53,3,1536,2067,73
Italian Game,Italian Game: Classical Variation |  Greco Gambit |  Moeller-Therkatz Attack,draw,C54,2,2229,2220,109
Italian Game,Italian Game: Two Knights Defense |  Steinitz Variation,white,C59,2,2268,2254,97
Ruy Lopez,Ruy Lopez: Morphy Defense |  Tarrasch Variation,draw,C77,1,1500,1264,20
King's Gambit Accepted |  Bishop's Gambit |  Maurian Defense,King's Gambit Accepted |  Bishop's Gambit |  Maurian Defense,white,C33,1,1666,1526,43
Reti Opening,Reti Opening: Reti Accepted,black,A09,2,1556,1590,43
Italian Game,Italian Game: Evans Gambit |  Main Line,white,C52,2,1442,1353,67
Alekhine Defense,Alekhine Defense: Exchange Variation,black,B03,1,1458,1404,78
Sicilian Defense,Sicilian Defense: French Variation |  Open,draw,B40,2,1537,1603,102
Philidor Defense,Philidor Defense: Larsen Variation,white,C41,1,1356,1178,39
Queen's Pawn Game,Queen's Pawn Game: Stonewall Attack,white,D00,6,1771,1650,76
English Opening,English Opening: The Whale,draw,C20,1,1491,1451,99
Sicilian Defense,Sicilian Defense: Richter-Rauzer Variation,white,B60,1,1780,1589,73
King's Indian Defense,King's Indian Defense: Zinnowitz Variation,white,E90,2,1857,1875,40
Modern Defense,Modern Defense,white,A41,1,1878,1816,75
Caro-Kann Defense,Caro-Kann Defense: Panov Attack #2,white,B13,5,1832,1582,45
Caro-Kann Defense,Caro-Kann Defense: Breyer Variation,white,B10,2,1736,1914,42
Gruenfeld Defense,Gruenfeld Defense: Exchange Variation,black,D85,1,1941,1985,40
Sicilian Defense,Sicilian Defense: Dragon |  Classical Attack,black,B72,1,1759,1934,47
Polish Opening,Polish Opening: Symmetrical Variation,black,A00,2,1362,1400,46
Ruy Lopez,Ruy Lopez: Exchange Variation |  Lutikov Variation,draw,C68,1,1149,1503,80
Queen's Gambit Declined,Queen's Gambit Declined: Neo-Orthodox Variation |  Main Line,white,D55,3,2051,1741,78
Pirc Defense,Pirc Defense: Austrian Attack #2,black,B09,1,1930,1897,124
Ruy Lopez,Ruy Lopez: Morphy Defense |  Anderssen Variation,draw,C77,1,1884,1873,109
Sicilian Defense,Sicilian Defense: Lasker-Pelikan Variation |  Sveshnikov Variation |  Chelyabinsk Variation,white,B33,1,1861,1896,51
Caro-Kann Defense,Caro-Kann Defense: Hillbilly Attack,draw,B00,2,1576,1620,134
St. George Defense,St. George Defense,draw,C00,1,1485,1465,73
Philidor Defense,Philidor Defense: Philidor Countergambit |  Zukertort Variation,black,C41,1,1462,1610,22
Queen's Indian Defense,Queen's Indian Defense,white,E12,5,1817,1812,73
Queen's Gambit Accepted,Queen's Gambit Accepted: Normal Variation,black,D21,2,1602,1691,102
Queen's Indian Defense,Queen's Indian Defense,draw,E12,2,1940,1830,88
Queen's Indian Defense,Queen's Indian Defense,black,E12,1,1851,1703,126
Sicilian Defense,Sicilian Defense: Venice Attack,black,B56,1,1707,1756,56
Three Knights Opening,Three Knights Opening: Steinitz Defense,white,C46,1,1286,1276,73
King's Indian Defense,King's Indian Defense: Orthodox Variation |  Positional Defense |  Closed Line,white,E94,1,1560,1518,55
Sicilian Defense,Sicilian Defense: Paulsen Variation,draw,B44,1,1741,1804,53
Queen's Pawn Game,Queen's Pawn Game: Veresov Attack |  Alburt Defense,white,D00,1,1826,1743,41
Sicilian Defense,Sicilian Defense: Najdorf Variation,white,B96,1,1809,1729,41
Sicilian Defense,Sicilian Defense: Quinteros Variation,draw,B27,1,1689,1801,57
Blackmar-Diemer Gambit Declined |  Lamb Defense,Blackmar-Diemer Gambit Declined |  Lamb Defense,white,D00,2,1576,1438,70
King's Indian Defense,King's Indian Defense: Orthodox Variation,black,E91,1,1708,2024,54
Queen's Pawn Game,Queen's Pawn Game: Colle System,draw,D04,1,1458,1708,115
King's Indian Defense,King's Indian Defense: Normal Variation |  Deferred Fianchetto,draw,E72,1,2180,1708,45
Van Geet Opening,Van Geet Opening: Berlin Gambit,black,A00,1,1456,1444,92
Queen's Pawn Game,Queen's Pawn Game: Veresov Attack |  Dutch System,black,A80,1,1712,1867,46
Gruenfeld Defense,Gruenfeld Defense: Stockholm Variation,black,D80,1,1758,2112,24
Ruy Lopez,Ruy Lopez: Morphy Defense |  Graz Variation,black,C70,1,1877,1733,92
Grob Opening,Grob Opening: Spike Attack,black,A00,1,1964,2331,52
English Opening,English Opening: Agincourt Defense |  Neo-Catalan Declined,black,A14,1,2275,2303,76
Englund Gambit Complex,Englund Gambit Complex: Englund Gambit,black,A40,1,1788,1600,36
Queen's Gambit Declined,Queen's Gambit Declined: Semi-Tarrasch Defense,draw,D40,1,1778,1579,103
Gruenfeld Defense,Gruenfeld Defense: Three Knights Variation |  Petrosian System,white,D91,1,1786,1816,69
Caro-Kann Defense,Caro-Kann Defense,draw,B11,1,1517,1548,99
French Defense,French Defense: Tarrasch Variation |  Closed Variation #2,white,C05,2,2256,1500,59
King's Gambit Accepted |  Rosentreter-Testa Gambit,King's Gambit Accepted |  Rosentreter-Testa Gambit,white,C37,1,2167,1777,31
King's Gambit Accepted |  Kieseritzky Gambit |  Kolisch Defense,King's Gambit Accepted |  Kieseritzky Gambit |  Kolisch Defense,white,C39,1,1820,1782,117
Queen's Gambit Declined,Queen's Gambit Declined: Harrwitz Attack,black,D35,1,1782,1914,28
King's Gambit Accepted |  Salvio Gambit,King's Gambit Accepted |  Salvio Gambit,white,C37,1,1895,1825,31
Indian Game,Indian Game: West Indian Defense,white,E61,3,1844,1789,67
Budapest Defense,Budapest Defense: Fajarowicz Variation,black,A51,1,1862,1764,30
Queen's Gambit Declined,Queen's Gambit Declined: Modern |  Knight Defense,white,D51,1,1842,1800,79
King's Gambit Accepted |  Schallopp Defense,King's Gambit Accepted |  Schallopp Defense,draw,C34,1,1627,1816,56
Caro-Kann Defense,Caro-Kann Defense: Two Knights Attack |  Mindeno Variation |  Retreat Line,black,B11,2,2038,2574,68
Sicilian Defense,Sicilian Defense: Dragon Variation |  Yugoslav Attack |  Sosonko Variation,white,B77,1,2029,2099,53
King's Indian Defense,King's Indian Defense: Fianchetto Variation |  Panno Variation,white,E63,1,2324,2033,49
English Opening,English Opening: Symmetrical Variation |  Hedgehog Defense,white,A30,1,2214,2039,97
Sicilian Defense,Sicilian Defense: Kan Variation |  Wing Attack,white,B43,1,2163,2020,49
Gruenfeld Defense,Gruenfeld Defense: Three Knights Variation |  Burille Variation,draw,D94,1,1811,1735,160
Gruenfeld Defense,Gruenfeld Defense: Three Knights Variation,white,D90,2,1646,1811,58
Zukertort Opening,Zukertort Opening: Queen's Gambit Invitation,draw,A04,3,1583,1683,94
French Defense,French Defense: Wing Gambit,white,C00,3,1732,1775,40
Slav Defense,Slav Defense: Exchange Variation |  Symmetrical Line,black,D14,2,1959,2090,76
Ruy Lopez,Ruy Lopez: Exchange Variation,draw,C68,2,1428,1646,88
Queen's Gambit Declined,Queen's Gambit Declined: Modern Variation |  Heral Variation,black,D53,1,1587,1592,46
English Opening,English Opening: Anglo-Scandinavian Defense |  Malvinas Variation,black,A10,1,1602,1650,52
Russian Game,Russian Game: Millennium Attack,black,C42,1,1624,1621,48
English Opening,English Opening: King's English Variation |  Keres Defense,black,A21,1,1638,1757,104
Petrov's Defense #3,Petrov's Defense #3,black,C42,1,1394,1531,34
Ruy Lopez,Ruy Lopez: Open Variations,white,C80,1,1591,1655,45
Dutch Defense,Dutch Defense: Classical Variation,black,A91,1,1879,1591,65
Petrov's Defense #2,Petrov's Defense #2,draw,C42,1,1689,1746,108
Italian Game,Italian Game: Scotch Gambit |  Max Lange Attack,black,C55,1,1874,1486,66
French Defense,French Defense: Banzai-Leong Gambit,black,C00,1,1193,1421,80
Englund Gambit Complex,Englund Gambit Complex: Felbecker Gambit,black,A40,1,1301,1341,40
Modern Defense,Modern Defense: Norwegian Defense,white,B06,2,1382,1348,38
Ruy Lopez,Ruy Lopez: Morphy Defense |  Arkhangelsk Variation,black,C78,1,1103,1283,52
Dutch Defense,Dutch Defense: Rubinstein Variation,black,A84,2,1874,1752,58
Philidor Defense,Philidor Defense: Lion Variation,white,C41,1,1697,1890,41
Wade Defense,Wade Defense,black,A41,1,1798,1796,49
Sicilian Defense,Sicilian Defense: Smith-Morra Gambit Accepted |  Morphy Defense,white,B21,1,1831,1745,37
Benoni Defense,Benoni Defense: Cormorant Gambit,draw,A43,1,1857,1763,108
Indian Game,Indian Game: Budapest Defense,draw,A51,1,1831,1776,104
Polish Opening,Polish Opening: Schiffler-Sokolsky Variation,white,A00,1,1743,1799,81
English Opening,English Opening: King's English Variation |  Four Knights Variation |  Flexible Line,white,A28,1,1692,1747,53
English Opening,English Opening: Agincourt Defense #3,black,A13,1,1692,1637,128
Sicilian Defense,Sicilian Defense: Dragon Variation |  Yugoslav Attack #2,white,B77,1,2095,1679,99
Vienna Game,Vienna Game: Omaha Gambit,white,C25,1,1691,1567,87
King's Gambit Accepted |  Ghulam-Kassim Gambit,King's Gambit Accepted |  Ghulam-Kassim Gambit,white,C37,1,1933,1696,27
King's Gambit |  Falkbeer Countergambit |  Staunton Line,King's Gambit |  Falkbeer Countergambit |  Staunton Line,white,C31,1,1647,1664,99
Ruy Lopez,Ruy Lopez: Morphy Defense |  Modern Steinitz Defense #2,white,C71,1,1836,1884,80
